chrom	start	end	value
10	12131218	12131218	0.537
10	12149939	12149939	0.3611
10	12228298	12228298	0.4731
10	13330402	13330402	0.5781
10	15057374	15057374	0.5789
10	16547058	16547058	0.5476
10	17113563	17113563	0.4135
10	17126383	17126383	0.5158
10	18439926	18439926	0.3894
10	18828635	18828635	0.3929
10	19884264	19884264	0.5714
10	20357183	20357183	0.3538
10	20436838	20436838	0.51
10	21104694	21104694	0.4794
10	21115332	21115332	0.4881
10	21827796	21827796	0.5385
10	22048330	22048330	0.4771
10	22498209	22498209	0.4231
10	23003226	23003226	0.4894
10	23295872	23295872	0.3649
10	25312689	25312689	0.4906
10	25313818	25313818	0.4837
10	26357820	26357820	0.4348
10	26443646	26443646	0.5158
10	26462790	26462790	0.5043
10	26994345	26994345	0.4962
10	27382240	27382240	0.5556
10	27389197	27389197	0.487
10	27400861	27400861	0.4453
10	27444344	27444344	0.5263
10	27687225	27687225	0.4646
10	27687965	27687965	0.4118
10	27687994	27687994	0.4561
10	27688109	27688109	0.5254
10	27692279	27692279	0.4923
10	27702169	27702169	0.4333
10	27964470	27964470	0.4569
10	29581493	29581493	0.4516
10	29759225	29759225	0.5802
10	29801659	29801659	0.5052
10	29821089	29821089	0.5286
10	29821475	29821475	0.6
10	29821523	29821523	0.4828
10	29822159	29822159	0.55
10	29833998	29833998	0.4205
10	29834003	29834003	0.4217
10	29839787	29839787	0.5063
10	29839798	29839798	0.4559
10	29840038	29840038	0.3968
10	29891260	29891260	0.507
10	29932918	29932918	0.4444
10	30316072	30316072	0.4444
10	30316208	30316208	0.4091
10	30316872	30316872	0.5072
10	30317826	30317826	0.6087
10	30317838	30317838	0.6232
10	30317949	30317949	0.451
10	31138817	31138817	0.4103
10	31146643	31146643	0.4324
10	32745248	32745248	0.3824
10	32751526	32751526	0.375
10	33190567	33190567	0.4623
10	33474644	33474644	0.482
10	33495267	33495267	0.5278
10	33502240	33502240	0.4938
10	33510663	33510663	0.4872
10	33510768	33510768	0.411
10	34620220	34620220	0.5321
10	38407519	38407519	0.6024
10	43292647	43292647	0.3942
10	43595968	43595968	0.5283
10	43596179	43596179	0.5702
10	44111806	44111806	0.3789
10	45479434	45479434	0.3978
10	45496126	45496126	0.3147
10	45499009	45499009	0.4479
10	45499272	45499272	0.3511
10	46965018	46965018	0.5062
10	46999577	46999577	0.5248
10	46999596	46999596	0.6306
10	46999732	46999732	0.5102
10	46999747	46999747	0.4353
10	47087501	47087501	0.6026
10	47668721	47668721	0.507
10	47669277	47669277	0.5167
10	47769356	47769356	0.4303
10	47769358	47769358	0.4361
10	47769386	47769386	0.5352
10	48003992	48003992	0.451
10	48390890	48390890	0.2373
10	49388901	49388901	0.6111
10	49389016	49389016	0.5882
10	50315893	50315893	0.3103
10	50376004	50376004	0.3976
10	50533776	50533776	0.5278
10	50534599	50534599	0.6071
10	50678717	50678717	0.5283
10	51620278	51620278	0.4643
10	51620317	51620317	0.4875
10	51623147	51623147	0.4862
10	51631453	51631453	0.8214
10	51631463	51631463	0.7632
10	51631508	51631508	0.53
10	51631530	51631530	0.5234
10	51632906	51632906	0.6061
10	53458047	53458047	0.3438
10	54531226	54531226	0.4528
10	55591313	55591313	0.4052
10	55955485	55955485	0.3898
10	60121081	60121081	0.3636
10	60145342	60145342	0.5702
10	61412559	61412559	0.5303
10	61844308	61844308	0.5055
10	61868716	61868716	0.5
10	61905727	61905727	0.4512
10	63958112	63958112	0.6531
10	63964653	63964653	0.4569
10	64159333	64159333	0.6525
10	64927823	64927823	0.4898
10	65322381	65322381	0.49
10	68040325	68040325	0.5183
10	69773841	69773841	0.5244
10	69934259	69934259	0.4384
10	70051928	70051928	0.2982
10	70105560	70105560	0.4853
10	70191631	70191631	0.5294
10	70225504	70225504	0.4404
10	70227964	70227964	0.5
10	70231701	70231701	0.5667
10	70332580	70332580	0.3034
10	70748784	70748784	0.3542
10	71026433	71026433	0.5254
10	71391538	71391538	0.5
10	71637832	71637832	0.4138
10	71876382	71876382	0.3857
10	71905735	71905735	0.5395
10	71906150	71906150	0.5714
10	72014967	72014967	0.4694
10	72500763	72500763	0.64
10	72503344	72503344	0.3429
10	72518009	72518009	0.3725
10	72643671	72643671	0.4886
10	73082563	73082563	0.4533
10	73270995	73270995	0.4808
10	73434906	73434906	0.4786
10	73466709	73466709	0.4754
10	73498355	73498355	0.4561
10	73514869	73514869	0.4348
10	73521578	73521578	0.3846
10	73537614	73537614	0.5053
10	73550117	73550117	0.4035
10	73570215	73570215	0.3929
10	73571521	73571521	0.4722
10	73970451	73970451	0.5588
10	74803677	74803677	0.381
10	74881951	74881951	0.56
10	75671356	75671356	0.4915
10	75843100	75843100	0.3771
10	76854564	76854564	0.4528
10	76861680	76861680	0.5139
10	79566632	79566632	0.3529
10	79606441	79606441	0.5959
10	81318621	81318621	0.4459
10	81372081	81372081	0.493
10	81373521	81373521	0.4744
10	81601835	81601835	0.4
10	81697818	81697818	0.5273
10	81697868	81697868	0.4909
10	81841692	81841692	0.5
10	81917708	81917708	0.4583
10	81926702	81926702	0.5067
10	81926718	81926718	0.4355
10	82013047	82013047	0.4824
10	82034842	82034842	0.475
10	82122793	82122793	0.5
10	84744926	84744926	0.381
10	85978991	85978991	0.4452
10	85984323	85984323	0.4
10	85984423	85984423	0.5
10	85984444	85984444	0.5
10	85984723	85984723	0.4058
10	86004873	86004873	0.413
10	88126072	88126072	0.4474
10	88446811	88446811	0.3077
10	88447076	88447076	0.425
10	88717154	88717154	0.5893
10	88722398	88722398	0.525
10	88730312	88730312	0.4915
10	90429652	90429652	0.3793
10	90490921	90490921	0.4545
10	90503075	90503075	0.4513
10	90512306	90512306	0.4904
10	90524237	90524237	0.419
10	90530660	90530660	0.4505
10	90580144	90580144	0.554
10	90585819	90585819	0.4556
10	90673024	90673024	0.5
10	90673047	90673047	0.4956
10	90774772	90774772	0.481
10	90966996	90966996	0.5111
10	91087805	91087805	0.6
10	91099435	91099435	0.4308
10	91099630	91099630	0.382
10	91162182	91162182	0.4766
10	91344169	91344169	0.3962
10	93000211	93000211	0.4564
10	94594565	94594565	0.4742
10	95072906	95072906	0.4796
10	95083039	95083039	0.5217
10	95162660	95162660	0.441
10	95262890	95262890	0.4583
10	95278683	95278683	0.3373
10	95360109	95360109	0.4405
10	95360380	95360380	0.4366
10	95405814	95405814	0.6027
10	96014622	96014622	0.5888
10	96018510	96018510	0.5636
10	96039708	96039708	0.4
10	96058433	96058433	0.4051
10	96087728	96087728	0.5811
10	96122543	96122543	0.549
10	96201820	96201820	0.5484
10	96305729	96305729	0.3902
10	96313960	96313960	0.4035
10	96541616	96541616	0.434
10	96602622	96602622	0.5495
10	96802598	96802598	0.7079
10	96954298	96954298	0.4592
10	96954360	96954360	0.4737
10	96961184	96961184	0.52
10	97157058	97157058	0.4915
10	97175465	97175465	0.4861
10	97373966	97373966	0.4857
10	97444321	97444321	0.5033
10	97446206	97446206	0.4341
10	97447373	97447373	0.5469
10	97453433	97453433	0.5479
10	97918915	97918915	0.4368
10	97990583	97990583	0.437
10	98133483	98133483	0.422
10	98287261	98287261	0.4623
10	98319503	98319503	0.4161
10	98369536	98369536	0.5135
10	98380277	98380277	0.5128
10	99118382	99118382	0.4247
10	99126249	99126249	0.5106
10	99141484	99141484	0.2826
10	99147975	99147975	0.4268
10	99155984	99155984	0.5412
10	99220707	99220707	0.4082
10	99240048	99240048	0.3824
10	99350017	99350017	0.431
10	99359406	99359406	0.3636
10	99510068	99510068	0.4622
10	99517355	99517355	0.3421
10	99667840	99667840	0.4432
10	100017453	100017453	0.5294
10	100021983	100021983	0.4909
10	100183570	100183570	0.5
10	101372411	101372411	0.5
10	101542578	101542578	0.5969
10	101645498	101645498	0.6238
10	101690050	101690050	0.4605
10	101690379	101690379	0.5714
10	101825160	101825160	0.5
10	101841153	101841153	0.413
10	101977883	101977883	0.3986
10	102056745	102056745	0.5
10	102104521	102104521	0.4427
10	102107251	102107251	0.4459
10	102116311	102116311	0.5052
10	102222957	102222957	0.443
10	102247408	102247408	0.3846
10	102265815	102265815	0.4444
10	102265847	102265847	0.5211
10	102269085	102269085	0.5429
10	102269206	102269206	0.4
10	102295629	102295629	0.4261
10	102506070	102506070	0.4638
10	102506103	102506103	0.4902
10	102568983	102568983	0.5357
10	102744331	102744331	0.5893
10	102744376	102744376	0.4032
10	102824349	102824349	0.5161
10	102988345	102988345	0.4545
10	103825747	103825747	0.4328
10	103991381	103991381	0.5625
10	104173673	104173673	0.5287
10	104184953	104184953	0.5
10	104229785	104229785	0.3542
10	104264107	104264107	0.5581
10	105796399	105796399	0.4459
10	105801253	105801253	0.4651
10	105817891	105817891	0.3947
10	105927460	105927460	0.4308
10	105963553	105963553	0.4717
10	106022789	106022789	0.4328
10	106039185	106039185	0.5106
10	108389111	108389111	0.413
10	114194204	114194204	0.4944
10	115350388	115350388	0.425
10	115370254	115370254	0.4198
10	115370274	115370274	0.3856
10	115374670	115374670	0.4122
10	115375528	115375528	0.4516
10	115389356	115389356	0.4848
10	115389366	115389366	0.5106
10	115393929	115393929	0.5327
10	115410234	115410234	0.5273
10	115412687	115412687	0.4632
10	115526177	115526177	0.471
10	115614740	115614740	0.5289
10	115675025	115675025	0.3968
10	116050019	116050019	0.549
10	116073696	116073696	0.3158
10	118030415	118030415	0.5366
10	118397894	118397894	0.5111
10	118397971	118397971	0.4082
10	118404620	118404620	0.5556
10	118641116	118641116	0.5143
10	120917616	120917616	0.4433
10	121275099	121275099	0.3956
10	121429633	121429633	0.5926
10	121551581	121551581	0.5
10	121679013	121679013	0.4952
10	123353377	123353377	0.4353
10	123549691	123549691	0.5645
10	123719928	123719928	0.4608
10	123842523	123842523	0.5641
10	123844503	123844503	0.5309
10	123845211	123845211	0.5114
10	123845897	123845897	0.5059
10	123846288	123846288	0.6087
10	123846485	123846485	0.5495
10	123846860	123846860	0.4462
10	123903133	123903133	0.3387
10	123996970	123996970	0.4355
10	123996976	123996976	0.4375
10	124001539	124001539	0.5652
10	124096035	124096035	0.4219
10	124096041	124096041	0.4308
10	124096061	124096061	0.4478
10	124216397	124216397	0.5532
10	124457906	124457906	0.5139
10	124459139	124459139	0.434
10	124610027	124610027	0.5694
10	124742858	124742858	0.4433
10	124742895	124742895	0.5
10	124787047	124787047	0.4565
10	124787118	124787118	0.425
10	125521533	125521533	0.6
10	125528048	125528048	0.4545
10	125673547	125673547	0.5047
10	126138345	126138345	0.5489
10	126715436	126715436	0.4262
10	127484653	127484653	0.3913
10	127530325	127530325	0.4933
10	128019025	128019025	0.4342
10	128926013	128926013	0.5287
10	129200964	129200964	0.5474
10	129690826	129690826	0.4909
10	129845903	129845903	0.4615
10	129859992	129859992	0.4408
10	131506192	131506192	0.4627
10	133607937	133607937	0.5385
10	133607947	133607947	0.4722
10	133608210	133608210	0.4634
10	133608237	133608237	0.5814
10	133918372	133918372	0.4921
10	133918420	133918420	0.551
10	133948634	133948634	0.5191
10	134013906	134013906	0.4375
10	134062562	134062562	0.4225
10	134147172	134147172	0.4623
10	134219036	134219036	0.4545
10	134219045	134219045	0.3636
10	134735672	134735672	0.55
10	134736052	134736052	0.3333
10	134896313	134896313	0.5758
10	134973995	134973995	0.4531
10	134981837	134981837	0.5806
10	135032376	135032376	0.3793
10	135053604	135053604	0.4419
10	135061112	135061112	0.5111
10	135076596	135076596	0.4571
10	135082346	135082346	0.5263
10	135085321	135085321	0.6129
10	135085426	135085426	0.5556
10	135087521	135087521	0.5758
10	135089035	135089035	0.3793
10	135097434	135097434	0.4103
10	135098672	135098672	0.5574
10	135098830	135098830	0.375
10	135098845	135098845	0.5238
10	135197650	135197650	0.5269
10	135204799	135204799	0.5
10	135209206	135209206	0.6379
10	135279810	135279810	0.4505
10	135351362	135351362	0.5526
10	135368163	135368163	0.439
10	135368906	135368906	0.4505
10	135370343	135370343	0.5116
10	135370633	135370633	0.4724
10	135370639	135370639	0.4609
10	135372310	135372310	0.3659
10	135372870	135372870	0.3902
10	135373591	135373591	0.459
11	214421	214421	0.4857
11	376331	376331	0.2222
11	400040	400040	0.4483
11	428385	428385	0.4333
11	428489	428489	0.5238
11	429659	429659	0.4615
11	534242	534242	0.375
11	554047	554047	0.3514
11	562437	562437	0.5312
11	587425	587425	0.5139
11	607175	607175	0.451
11	609068	609068	0.6364
11	617420	617420	0.3256
11	617519	617519	0.4706
11	617537	617537	0.5256
11	618013	618013	0.5385
11	618998	618998	0.5
11	1094753	1094753	0.3774
11	1217228	1217228	0.56
11	1252708	1252708	0.4894
11	1267325	1267325	0.3939
11	1269398	1269398	0.5385
11	1272858	1272858	0.3889
11	1472673	1472673	0.5
11	1502097	1502097	0.5345
11	1507731	1507731	0.4713
11	1643036	1643036	0.5652
11	1651120	1651120	0.6912
11	1857112	1857112	0.4314
11	1857762	1857762	0.4146
11	1858262	1858262	0.5143
11	1861912	1861912	0.3425
11	2167618	2167618	0.549
11	2187855	2187855	0.3469
11	2188238	2188238	0.4667
11	2323022	2323022	0.5333
11	2439542	2439542	0.5385
11	2683152	2683152	0.4521
11	2797237	2797237	0.4151
11	2798305	2798305	0.49370000000000003
11	2799299	2799299	0.52
11	2869712	2869712	0.6765
11	2924610	2924610	0.4483
11	2929552	2929552	0.6042
11	2975987	2975987	0.5893
11	3000395	3000395	0.4667
11	3111866	3111866	0.2955
11	3361087	3361087	0.5
11	3381369	3381369	0.5082
11	3413023	3413023	0.4688
11	4141132	4141132	0.5327
11	4159457	4159457	0.5778
11	4510285	4510285	0.495
11	4510587	4510587	0.5342
11	4562947	4562947	0.381
11	4566711	4566711	0.4524
11	4615926	4615926	0.4468
11	4661243	4661243	0.5821
11	4661568	4661568	0.5147
11	4661826	4661826	0.5636
11	4731180	4731180	0.5505
11	4731468	4731468	0.5062
11	4790396	4790396	0.4872
11	4790410	4790410	0.3846
11	4790482	4790482	0.4732
11	4790575	4790575	0.5536
11	4790671	4790671	0.5918
11	4790758	4790758	0.4211
11	4790857	4790857	0.4082
11	4790948	4790948	0.4468
11	4790951	4790951	0.4624
11	4791111	4791111	0.44
11	4824878	4824878	0.5443
11	4825010	4825010	0.4302
11	4825225	4825225	0.5366
11	4825349	4825349	0.4429
11	4842866	4842866	0.4394
11	4870138	4870138	0.6047
11	4870139	4870139	0.381
11	4870261	4870261	0.4098
11	4870269	4870269	0.5763
11	4928841	4928841	0.469
11	4936608	4936608	0.5465
11	4944892	4944892	0.5
11	4944986	4944986	0.5775
11	4945196	4945196	0.4521
11	4945199	4945199	0.5455
11	4964753	4964753	0.449
11	4967400	4967400	0.5
11	5068137	5068137	0.3958
11	5068177	5068177	0.4265
11	5068297	5068297	0.4914
11	5068431	5068431	0.4527
11	5142270	5142270	0.5641
11	5142549	5142549	0.5584
11	5152920	5152920	0.5238
11	5153261	5153261	0.5765
11	5199675	5199675	0.5373
11	5199708	5199708	0.5789
11	5221229	5221229	0.4857
11	5322520	5322520	0.4478
11	5344772	5344772	0.4846
11	5344847	5344847	0.44
11	5344902	5344902	0.5316
11	5345170	5345170	0.5895
11	5345486	5345486	0.4706
11	5364295	5364295	0.4875
11	5364431	5364431	0.5
11	5424170	5424170	0.375
11	5424232	5424232	0.4167
11	5424504	5424504	0.4902
11	5424507	5424507	0.5094
11	5424532	5424532	0.6667
11	5424552	5424552	0.7083
11	5566030	5566030	0.5217
11	5566365	5566365	0.42
11	5602275	5602275	0.6333
11	5602438	5602438	0.4706
11	5602605	5602605	0.5
11	5602615	5602615	0.4902
11	5602679	5602679	0.5417
11	5602790	5602790	0.5556
11	5602928	5602928	0.3571
11	5663706	5663706	0.4769
11	5664831	5664831	0.4425
11	5688940	5688940	0.4714
11	5719750	5719750	0.4789
11	5730294	5730294	0.4265
11	5776479	5776479	0.5
11	5776595	5776595	0.3443
11	5799468	5799468	0.4493
11	5809230	5809230	0.3673
11	5809811	5809811	0.5366
11	5841856	5841856	0.5082
11	5842310	5842310	0.3673
11	5842356	5842356	0.3919
11	5906048	5906048	0.5
11	5906073	5906073	0.5102
11	5906143	5906143	0.5326
11	5906291	5906291	0.4302
11	5968728	5968728	0.5821
11	5989415	5989415	0.6129
11	6023581	6023581	0.4874
11	6023818	6023818	0.4595
11	6129152	6129152	0.3937
11	6150568	6150568	0.3
11	6173364	6173364	0.5556
11	6340869	6340869	0.4737
11	6415463	6415463	0.4151
11	6478619	6478619	0.4098
11	6519642	6519642	0.4068
11	6549779	6549779	0.5116
11	6549995	6549995	0.5821
11	6550004	6550004	0.5833
11	6550309	6550309	0.4273
11	6561270	6561270	0.5349
11	6567096	6567096	0.5077
11	6568213	6568213	0.5385
11	6585007	6585007	0.6842
11	6588228	6588228	0.4783
11	6624617	6624617	0.4511
11	6632450	6632450	0.5316
11	6638174	6638174	0.4189
11	6643976	6643976	0.4474
11	6644600	6644600	0.4471
11	6648424	6648424	0.55
11	6652618	6652618	0.4959
11	6661600	6661600	0.4727
11	6735955	6735955	0.4783
11	6739109	6739109	0.5493
11	6739407	6739407	0.4463
11	6739814	6739814	0.5204
11	6739822	6739822	0.5
11	6740308	6740308	0.5143
11	6789929	6789929	0.5
11	6790028	6790028	0.5455
11	6806496	6806496	0.3611
11	6806827	6806827	0.52
11	6807163	6807163	0.4915
11	6891385	6891385	0.4767
11	6891528	6891528	0.3562
11	6891758	6891758	0.4948
11	6898495	6898495	0.531
11	6898758	6898758	0.2333
11	6913290	6913290	0.3976
11	7439264	7439264	0.4434
11	7441737	7441737	0.5532
11	7710859	7710859	0.4658
11	8159892	8159892	0.5049
11	8174966	8174966	0.5068
11	8251921	8251921	0.4271
11	8751640	8751640	0.4516
11	8788168	8788168	0.5412
11	8788225	8788225	0.4906
11	8933064	8933064	0.5957
11	8947179	8947179	0.5128
11	8959370	8959370	0.5
11	8959511	8959511	0.3684
11	8959545	8959545	0.3766
11	8977830	8977830	0.4681
11	9005065	9005065	0.4483
11	9603236	9603236	0.4646
11	10521764	10521764	0.4773
11	10523023	10523023	0.5
11	10555589	10555589	0.4706
11	10823079	10823079	0.475
11	10828361	10828361	0.52
11	11976628	11976628	0.3813
11	12225946	12225946	0.5276
11	12265542	12265542	0.4865
11	12315256	12315256	0.5522
11	12315848	12315848	0.4375
11	12315915	12315915	0.3684
11	12316085	12316085	0.5854
11	13377857	13377857	0.3678
11	13443250	13443250	0.4526
11	13744958	13744958	0.4135
11	14632570	14632570	0.618
11	14810762	14810762	0.5325
11	14913575	14913575	0.5213
11	16848077	16848077	0.4528
11	17035718	17035718	0.5526
11	17096211	17096211	0.5693
11	17191019	17191019	0.4435
11	17351683	17351683	0.4667
11	17408630	17408630	0.5429
11	17409572	17409572	0.5333
11	17417504	17417504	0.5789
11	17418477	17418477	0.5
11	17419279	17419279	0.4767
11	17482272	17482272	0.72
11	17484971	17484971	0.4898
11	17553105	17553105	0.5753
11	17579783	17579783	0.5333
11	17580175	17580175	0.4902
11	17593709	17593709	0.4202
11	17598187	17598187	0.5915
11	17614829	17614829	0.4286
11	17631751	17631751	0.425
11	17632306	17632306	0.5517
11	17632651	17632651	0.6087
11	17948311	17948311	0.5179
11	17981047	17981047	0.4231
11	18108512	18108512	0.4848
11	18231289	18231289	0.4091
11	18267027	18267027	0.4928
11	18290737	18290737	0.3714
11	18291321	18291321	0.4333
11	18312953	18312953	0.4793
11	18633971	18633971	0.472
11	18731004	18731004	0.4459
11	18737095	18737095	0.5412
11	18738281	18738281	0.5532
11	18738329	18738329	0.4184
11	18751041	18751041	0.4127
11	18793399	18793399	0.4688
11	19167850	19167850	0.4462
11	19735987	19735987	0.479
11	20112417	20112417	0.5882
11	20117232	20117232	0.5588
11	20622975	20622975	0.5152
11	20623007	20623007	0.5082
11	20623023	20623023	0.5
11	20658679	20658679	0.4417
11	20660149	20660149	0.4841
11	22881002	22881002	0.3647
11	24759855	24759855	0.4483
11	25098911	25098911	0.4323
11	26656563	26656563	0.4911
11	26705310	26705310	0.5349
11	28057957	28057957	0.5523
11	30033191	30033191	0.5256
11	30253641	30253641	0.4086
11	30965855	30965855	0.4
11	31812215	31812215	0.519
11	32459452	32459452	0.4615
11	32459923	32459923	0.4857
11	32460676	32460676	0.4762
11	33565593	33565593	0.5487
11	33581306	33581306	0.4727
11	33667333	33667333	0.4375
11	33721175	33721175	0.5692
11	33775982	33775982	0.4183
11	34511541	34511541	0.5081
11	34527152	34527152	0.4681
11	34916657	34916657	0.3766
11	34937813	34937813	0.5056
11	35308369	35308369	0.4615
11	35327748	35327748	0.5663
11	35454344	35454344	0.3846
11	35456153	35456153	0.5
11	36103228	36103228	0.4557
11	36516488	36516488	0.5238
11	43391648	43391648	0.4831
11	44286566	44286566	0.4535
11	45793218	45793218	0.5108
11	45834198	45834198	0.5
11	45834201	45834201	0.4881
11	46403649	46403649	0.3596
11	46889713	46889713	0.49
11	46897253	46897253	0.4844
11	46897995	46897995	0.5778
11	46900659	46900659	0.4615
11	46907827	46907827	0.519
11	46911457	46911457	0.4842
11	47188411	47188411	0.629
11	47196982	47196982	0.4878
11	47266808	47266808	0.3478
11	47269159	47269159	0.4706
11	47280762	47280762	0.3913
11	47298360	47298360	0.4286
11	47431703	47431703	0.4651
11	47431961	47431961	0.403
11	47459469	47459469	0.4891
11	47470345	47470345	0.3881
11	47701528	47701528	0.439
11	47801101	47801101	0.58
11	47826090	47826090	0.4434
11	48145166	48145166	0.4545
11	48188872	48188872	0.5312
11	48239071	48239071	0.3953
11	48266736	48266736	0.6146
11	48285856	48285856	0.5
11	48285906	48285906	0.5484
11	48286231	48286231	0.5122
11	48328644	48328644	0.5088
11	48346513	48346513	0.2909
11	48346932	48346932	0.4286
11	48346961	48346961	0.4
11	48346962	48346962	0.3871
11	48346999	48346999	0.3143
11	48347014	48347014	0.2857
11	48347023	48347023	0.2941
11	48347067	48347067	0.44
11	48347100	48347100	0.5469
11	48347124	48347124	0.5
11	48347130	48347130	0.525
11	48347142	48347142	0.4607
11	48347144	48347144	0.4667
11	48347267	48347267	0.4043
11	48366958	48366958	0.2931
11	48366971	48366971	0.2881
11	48366972	48366972	0.2857
11	48367469	48367469	0.449
11	48367470	48367470	0.449
11	48367474	48367474	0.4583
11	48373976	48373976	0.209
11	48373986	48373986	0.2167
11	48510777	48510777	0.4242
11	48998688	48998688	0.3951
11	49076898	49076898	0.5404
11	49079350	49079350	0.4286
11	49080565	49080565	0.4023
11	49196490	49196490	0.4694
11	49227620	49227620	0.5083
11	49598178	49598178	0.5484
11	49598207	49598207	0.4655
11	50003191	50003191	0.4844
11	51516000	51516000	0.4521
11	51516036	51516036	0.4394
11	55110856	55110856	0.5263
11	55111238	55111238	0.5385
11	55111584	55111584	0.4513
11	55135435	55135435	0.5176
11	55322211	55322211	0.4638
11	55339652	55339652	0.4455
11	55339798	55339798	0.4407
11	55340379	55340379	0.5
11	55433040	55433040	0.4706
11	55541284	55541284	0.5636
11	55563900	55563900	0.5893
11	55587914	55587914	0.4194
11	55606818	55606818	0.4062
11	55653164	55653164	0.5138
11	55681865	55681865	0.4907
11	55873334	55873334	0.3711
11	55889895	55889895	0.3939
11	55904382	55904382	0.4776
11	55904828	55904828	0.5091
11	55905078	55905078	0.4898
11	55944474	55944474	0.5439
11	56000451	56000451	0.3696
11	56000600	56000600	0.4314
11	56043604	56043604	0.463
11	56113593	56113593	0.4412
11	56143715	56143715	0.4815
11	56184888	56184888	0.4861
11	56185345	56185345	0.4792
11	56310222	56310222	0.5455
11	56380134	56380134	0.4455
11	56431216	56431216	0.48
11	56467881	56467881	0.7857
11	56467926	56467926	0.5385
11	56468198	56468198	0.3279
11	56468200	56468200	0.3333
11	56468202	56468202	0.3448
11	56468212	56468212	0.4211
11	56468403	56468403	0.5172
11	56508525	56508525	0.3784
11	57004344	57004344	0.4681
11	57480204	57480204	0.5054
11	57958678	57958678	0.5041
11	57982229	57982229	0.4203
11	58126305	58126305	0.4242
11	58169996	58169996	0.5
11	58170025	58170025	0.5082
11	58170291	58170291	0.5319
11	58170342	58170342	0.4561
11	58170374	58170374	0.4597
11	58170469	58170469	0.4889
11	58190112	58190112	0.4779
11	58190136	58190136	0.4526
11	58207203	58207203	0.5676
11	58378424	58378424	0.5059
11	58386177	58386177	0.4771
11	58604806	58604806	0.4636
11	59481218	59481218	0.4069
11	59623378	59623378	0.4806
11	59831716	59831716	0.575
11	60070176	60070176	0.4
11	60172076	60172076	0.4909
11	60173360	60173360	0.3797
11	60182970	60182970	0.5143
11	60531264	60531264	0.51
11	60531346	60531346	0.4286
11	60559805	60559805	0.4713
11	60610056	60610056	0.5676
11	61089771	61089771	0.5
11	61099072	61099072	0.4463
11	61487690	61487690	0.4301
11	61505168	61505168	0.4912
11	61551356	61551356	0.4478
11	61593816	61593816	0.5652
11	61724514	61724514	0.6512
11	61913196	61913196	0.44
11	61959667	61959667	0.5826
11	62368848	62368848	0.6136
11	62543326	62543326	0.5882
11	62559385	62559385	0.4035
11	62564009	62564009	0.39
11	62592961	62592961	0.3793
11	62602983	62602983	0.475
11	62623051	62623051	0.4127
11	63072184	63072184	0.5
11	63176187	63176187	0.4194
11	63487386	63487386	0.5524
11	63585804	63585804	0.4935
11	63713317	63713317	0.4178
11	63885305	63885305	0.3774
11	63986713	63986713	0.65
11	63991801	63991801	0.5495
11	63994692	63994692	0.4
11	64023971	64023971	0.4762
11	64026144	64026144	0.5333
11	64051823	64051823	0.5034
11	64068310	64068310	0.5294
11	64081445	64081445	0.5526
11	64332862	64332862	0.5714
11	64365943	64365943	0.4915
11	64367736	64367736	0.4667
11	64367862	64367862	0.5588
11	64418900	64418900	0.4898
11	64480930	64480930	0.5273
11	64559898	64559898	0.575
11	64799998	64799998	0.4545
11	64878234	64878234	0.5224
11	64940257	64940257	0.569
11	64972286	64972286	0.5
11	64981472	64981472	0.4545
11	64990041	64990041	0.4253
11	65000719	65000719	0.5238
11	65004301	65004301	0.4472
11	65004309	65004309	0.4464
11	65351074	65351074	0.4681
11	65380916	65380916	0.4694
11	65384727	65384727	0.4655
11	65408937	65408937	0.375
11	65417434	65417434	0.6275
11	65635559	65635559	0.4211
11	65732651	65732651	0.5741
11	65733393	65733393	0.4769
11	66062023	66062023	0.4444
11	66083129	66083129	0.52
11	66083782	66083782	0.451
11	66101978	66101978	0.5053
11	66299515	66299515	0.619
11	66331458	66331458	0.4714
11	66333598	66333598	0.4262
11	66483265	66483265	0.5912
11	66610645	66610645	0.5256
11	67132804	67132804	0.5581
11	67200819	67200819	0.55
11	67223920	67223920	0.3824
11	67223921	67223921	0.3824
11	67257037	67257037	0.4792
11	67288594	67288594	0.4688
11	67412771	67412771	0.413
11	67564162	67564162	0.5645
11	67564181	67564181	0.4648
11	67564238	67564238	0.3977
11	67564241	67564241	0.4
11	67572698	67572698	0.4
11	67795353	67795353	0.6786
11	67814863	67814863	0.6667
11	67814923	67814923	0.5222
11	68174122	68174122	0.4587
11	68192690	68192690	0.4857
11	68671477	68671477	0.4539
11	68748003	68748003	0.55
11	68840160	68840160	0.4032
11	68840397	68840397	0.5735
11	68840412	68840412	0.5375
11	68851466	68851466	0.4615
11	68855363	68855363	0.3438
11	69469030	69469030	0.4301
11	69931624	69931624	0.566
11	70034096	70034096	0.4524
11	70118489	70118489	0.5278
11	70229171	70229171	0.4336
11	70279766	70279766	0.4124
11	71498601	71498601	0.4425
11	71498648	71498648	0.5
11	71498671	71498671	0.5517
11	71507261	71507261	0.6
11	72289291	72289291	0.4762
11	72363759	72363759	0.469
11	72368986	72368986	0.5455
11	72945341	72945341	0.4043
11	72946020	72946020	0.5172
11	73104724	73104724	0.431
11	73611349	73611349	0.475
11	73670645	73670645	0.3929
11	73689104	73689104	0.5294
11	73717024	73717024	0.4444
11	73717025	73717025	0.3889
11	73717254	73717254	0.4909
11	73785326	73785326	0.5652
11	73881848	73881848	0.4157
